event_id,loan_id,event_sequence,status,event_datetime,refusal_reason,document_issue_flag,fraud_flag
2959,30237,5,Signed,2025-12-02 17:01:11.560058,,0.0,0
2960,30237,6,Granted,2025-12-03 21:34:18.848033,,0.0,0
2961,64721,1,Submitted,2025-11-12 20:27:00.000000,,0.0,0
2962,85212,1,Submitted,2025-12-18 18:07:00.000000,,0.0,0
2963,85212,2,Docs Received,2025-12-19 14:33:22.966252,,0.0,0
2964,85212,3,Credit Check,2025-12-22 14:00:09.055382,,0.0,0
2965,85212,4,Approved,2025-12-22 21:44:42.300437,,0.0,0
2966,85212,5,Signed,2025-12-24 08:48:06.342475,,0.0,0
2967,85212,6,Granted,2025-12-26 07:15:42.693833,,0.0,0
2968,34810,1,Submitted,2025-12-28 17:40:00.000000,,0.0,0
2969,34810,2,Docs Received,2025-12-30 13:28:53.403298,,0.0,0
2970,34810,3,Credit Check,2026-01-01 09:27:46.727878,,0.0,0
2971,34810,4,Rejected,2026-01-01 18:35:30.829760,Low credit score,,0
2972,82371,1,Submitted,2025-11-27 09:09:00.000000,,0.0,0
2973,82371,2,Docs Received,2025-11-29 16:23:10.458854,,0.0,0
2974,82371,3,Credit Check,2025-12-02 19:56:18.047860,,0.0,0
2975,82371,4,Approved,2025-12-03 15:33:42.046825,,0.0,0
2976,82371,5,Signed,2025-12-04 18:03:40.915715,,0.0,0
2977,82371,6,Granted,2025-12-05 20:52:09.577581,,0.0,0
2978,84650,1,Submitted,2025-12-08 19:15:00.000000,,0.0,0
2979,84650,2,Docs Received,2025-12-12 12:18:15.060897,,0.0,0
2980,84650,3,Credit Check,2025-12-14 11:42:52.230958,,0.0,0
2981,84650,4,Approved,2025-12-15 08:09:09.949703,,0.0,0
2982,84650,5,Signed,2025-12-16 15:18:52.429466,,0.0,0
2983,84650,6,Granted,2025-12-19 03:01:53.206850,,0.0,0
2984,73450,1,Submitted,2025-12-19 10:24:00.000000,,0.0,0
2985,12124,1,Submitted,2025-11-08 19:53:00.000000,,0.0,0
2986,12124,2,Docs Received,2025-11-09 18:58:05.662181,,1.0,0
2987,96284,1,Submitted,2025-12-16 17:03:00.000000,,0.0,0
2988,96284,2,Docs Received,2025-12-18 06:16:16.636103,,0.0,0
2989,96284,3,Credit Check,2025-12-21 09:41:37.144555,,0.0,0
2990,96284,4,Approved,2025-12-22 14:32:44.508405,,0.0,0
2991,96284,5,Signed,2025-12-23 05:48:20.880302,,0.0,0
2992,96284,6,Granted,2025-12-23 15:07:19.738918,,0.0,0
2993,69799,1,Submitted,2025-12-29 12:29:00.000000,,0.0,0
2994,69799,2,Docs Received,2026-01-05 03:26:33.364847,,0.0,0
2995,69799,3,Credit Check,2026-01-06 14:07:54.076782,,0.0,0
2996,69799,4,Rejected,2026-01-06 21:40:37.489642,Low credit score,0.0,0
2997,34387,1,Submitted,2025-12-21 08:58:00.000000,,0.0,0
2998,34387,2,Docs Received,2025-12-21 15:00:56.284941,,0.0,0
2999,34387,3,Credit Check,2025-12-23 18:48:03.572736,,0.0,0
3000,34387,4,Approved,2025-12-24 11:47:49.102819,,0.0,0
3001,34387,5,Signed,2025-12-25 11:55:41.579906,,0.0,0
3002,34387,6,Granted,2025-12-26 10:40:33.607628,,0.0,0
3003,71465,1,Submitted,2025-12-29 10:41:00.000000,,0.0,0
3004,63263,1,Submitted,2025-10-05 13:47:00.000000,,0.0,0
3005,44201,1,Submitted,2025-11-18 11:21:00.000000,,0.0,0
3006,58133,1,Submitted,2025-10-25 19:21:00.000000,,0.0,0
3007,25003,1,Submitted,2025-12-15 16:16:00.000000,,0.0,0
3008,25003,2,Docs Received,2025-12-16 10:17:52.735768,,0.0,0
3009,25003,3,Credit Check,2025-12-18 23:45:50.949560,,0.0,0
3010,25003,4,Rejected,2025-12-19 05:48:14.883909,High debt-to-income ratio,0.0,0
3011,67968,1,Submitted,2025-12-07 12:55:00.000000,,0.0,0
3012,77423,1,Submitted,2025-10-10 16:43:00.000000,,0.0,0
3013,77423,2,Docs Received,2025-10-12 00:54:04.296485,,0.0,0
3014,77423,3,Credit Check,2025-10-13 18:51:43.166596,,0.0,0
3015,77423,4,Approved,2025-10-14 08:11:10.007030,,0.0,0
3016,77423,5,Signed,2025-10-15 00:17:29.094243,,0.0,0
3017,77423,6,Granted,2025-10-16 06:27:00.181341,,0.0,0
3018,13514,1,Submitted,2025-10-29 18:07:00.000000,,0.0,0
3019,13514,2,Docs Received,2025-10-30 16:24:51.932610,,0.0,0
3020,13514,3,Credit Check,2025-11-01 13:30:48.748885,,0.0,0
3021,13514,4,Rejected,2025-11-02 00:26:51.263258,Low credit score,,0
3022,97877,1,Submitted,2025-11-14 16:36:00.000000,,0.0,0
3023,97877,2,Docs Received,2025-11-15 12:13:24.687101,,1.0,0
3024,99041,1,Submitted,2025-10-06 14:57:00.000000,,0.0,0
3025,99041,2,Docs Received,2025-10-07 06:43:38.384381,,1.0,0
3026,79280,1,Submitted,2025-10-16 17:01:00.000000,,0.0,0
3027,79280,2,Docs Received,2025-10-17 10:47:45.398559,,0.0,0
3028,79280,3,Credit Check,2025-10-19 22:16:16.145489,,0.0,0
3029,79280,4,Rejected,2025-10-20 14:39:35.455388,Other,0.0,0
3030,24154,1,Submitted,2025-10-25 19:51:00.000000,,0.0,0
3031,28918,1,Submitted,2025-10-19 12:42:00.000000,,0.0,0
3032,32842,1,Submitted,2025-10-09 09:04:00.000000,,0.0,0
3033,32842,2,Docs Received,2025-10-13 05:46:00.106771,,0.0,0
3034,32842,3,Credit Check,2025-10-15 00:05:07.421880,,0.0,0
3035,32842,4,Rejected,2025-10-15 12:55:57.822184,Low credit score,0.0,0
3036,26728,1,Submitted,2025-10-29 11:23:00.000000,,0.0,0
3037,26728,2,Docs Received,2025-10-29 23:15:40.422733,,1.0,0
3038,78481,1,Submitted,2025-12-15 16:14:00.000000,,0.0,0
3039,29683,1,Submitted,2025-10-28 15:33:00.000000,,,0
3040,29683,2,Docs Received,2025-10-28 23:12:07.478893,,0.0,0
3041,29683,3,Credit Check,2025-11-01 03:38:28.091113,,0.0,0
3042,29683,4,Approved,2025-11-01 17:22:14.417319,,0.0,0
3043,29683,5,Signed,2025-11-02 12:13:34.451028,,0.0,0
3044,29683,6,Granted,2025-11-02 14:55:11.156949,,,0
3045,29885,1,Submitted,2025-10-10 19:13:00.000000,,0.0,0
3046,29885,2,Docs Received,2025-10-13 15:13:43.213807,,0.0,0
3047,29885,3,Credit Check,2025-10-16 07:41:25.204607,,0.0,0
3048,29885,4,Approved,2025-10-16 23:58:59.968912,,0.0,0
3049,92680,1,Submitted,2025-12-04 18:06:00.000000,,0.0,0
3050,92680,2,Docs Received,2025-12-05 10:20:16.330247,,0.0,0
3051,92680,3,Credit Check,2025-12-06 05:26:28.741387,,0.0,0
3052,92680,4,Rejected,2025-12-07 08:12:12.513410,High debt-to-income ratio,0.0,0
3053,97976,1,Submitted,2025-11-26 12:59:00.000000,,0.0,0
3054,97976,2,Docs Received,2025-11-28 11:58:49.375421,,0.0,0
3055,97976,3,Credit Check,2025-11-29 19:17:03.027990,,0.0,0
3056,97976,4,Approved,2025-11-30 11:31:26.960738,,0.0,0
3057,97976,5,Signed,2025-12-01 02:57:35.597432,,0.0,0
3058,97976,6,Granted,2025-12-01 20:33:13.050234,,0.0,0
3059,98339,1,Submitted,2025-10-13 20:18:00.000000,,0.0,0
3060,93632,1,Submitted,2025-10-15 12:39:00.000000,,0.0,0
3061,93632,2,Docs Received,2025-10-16 05:01:58.549650,,0.0,0
3062,93632,3,Credit Check,2025-10-17 23:00:15.033896,,0.0,0
3063,93632,4,Rejected,2025-10-18 03:53:06.280021,Low credit score,0.0,0
3064,51098,1,Submitted,2025-11-05 13:37:00.000000,,0.0,0
3065,24360,1,Submitted,2025-12-08 11:34:00.000000,,0.0,0
3066,22346,1,Submitted,2025-10-21 13:37:00.000000,,0.0,0
3067,32864,1,Submitted,2025-10-16 20:52:00.000000,,0.0,0
3068,82571,1,Submitted,2025-11-04 17:37:00.000000,,0.0,0
3069,82571,2,Docs Received,2025-11-05 00:52:24.014156,,0.0,0
3070,82571,3,Credit Check,2025-11-06 02:15:39.196736,,0.0,0
3071,82571,4,Approved,2025-11-07 01:13:43.615501,,0.0,0
3072,82571,5,Signed,2025-11-09 13:50:04.404799,,0.0,0
3073,82571,6,Granted,2025-11-09 22:17:58.517832,,0.0,0
3074,83743,1,Submitted,2025-11-25 10:17:00.000000,,0.0,0
3075,97048,1,Submitted,2025-11-03 20:47:00.000000,,0.0,0
3076,90302,1,Submitted,2025-11-10 17:04:00.000000,,0.0,0
3077,16988,1,Submitted,2025-11-28 18:03:00.000000,,0.0,0
3078,16988,2,Docs Received,2025-11-29 05:19:09.438058,,0.0,0
3079,16988,3,Credit Check,2025-11-30 13:44:18.030724,,0.0,0
3080,16988,4,Approved,2025-12-01 05:39:01.261123,,0.0,0
3081,16988,5,Signed,2025-12-03 08:16:39.939876,,0.0,0
3082,16988,6,Granted,2025-12-04 03:34:34.385097,,0.0,0
3083,82071,1,Submitted,2025-11-15 08:58:00.000000,,0.0,0
3084,82071,2,Docs Received,2025-11-15 15:16:47.399460,,0.0,0
3085,82071,3,Credit Check,2025-11-16 07:33:29.554406,,0.0,0
3086,82071,4,Approved,2025-11-16 09:52:43.968437,,0.0,0
3087,82071,5,Signed,2025-11-17 17:42:05.057882,,0.0,0
3088,82071,6,Granted,2025-11-18 22:35:42.225756,,0.0,0
3089,53105,1,Submitted,2025-12-10 08:18:00.000000,,0.0,0
3090,16189,1,Submitted,2025-10-06 14:25:00.000000,,0.0,0
3091,16189,2,Docs Received,2025-10-08 17:18:10.100333,,0.0,0
3092,16189,3,Credit Check,2025-10-10 08:56:34.125194,,0.0,0
3093,16189,4,Approved,2025-10-10 14:10:50.764869,,0.0,0
3094,16189,5,Signed,2025-10-11 10:05:19.148962,,0.0,0
3095,82284,1,Submitted,2025-12-05 11:39:00.000000,,0.0,0
3096,59670,1,Submitted,2025-11-13 16:52:00.000000,,0.0,0
3097,79863,1,Submitted,2025-12-16 14:22:00.000000,,0.0,0
3098,61179,1,Submitted,2025-12-11 09:43:00.000000,,,0
3099,42886,1,Submitted,2025-11-22 09:43:00.000000,,0.0,0
3100,71907,1,Submitted,2025-11-29 15:00:00.000000,,0.0,0
3101,71907,2,Docs Received,2025-11-29 20:25:23.300533,,1.0,0
3102,50237,1,Submitted,2025-10-24 16:02:00.000000,,0.0,0
3103,27309,1,Submitted,2025-11-06 18:42:00.000000,,0.0,0
3104,91318,1,Submitted,2025-11-25 15:15:00.000000,,0.0,0
3105,91318,2,Docs Received,2025-11-27 06:30:52.200740,,0.0,0
3106,91318,3,Credit Check,2025-11-30 10:05:59.679269,,0.0,0
3107,91318,4,Approved,2025-12-01 03:55:47.699486,,0.0,0
3108,91318,5,Signed,2025-12-02 05:01:22.202284,,0.0,0
3109,91318,6,Granted,2025-12-02 08:02:20.366635,,0.0,0
3110,59190,1,Submitted,2025-11-16 12:55:00.000000,,0.0,0
3111,59190,2,Docs Received,2025-11-16 17:22:23.581196,,0.0,0
3112,59190,3,Credit Check,2025-11-19 04:58:18.409417,,0.0,0
3113,59190,4,Rejected,2025-11-19 23:55:57.571636,High debt-to-income ratio,0.0,0
3114,29691,1,Submitted,2025-12-07 20:33:00.000000,,0.0,0
3115,29691,2,Docs Received,2025-12-09 02:21:09.380905,,0.0,0
3116,29691,3,Credit Check,2025-12-11 09:10:58.521846,,0.0,0
3117,29691,4,Approved,2025-12-11 14:54:08.850691,,0.0,0
3118,29691,5,Signed,2025-12-12 07:32:33.739157,,0.0,0
3119,29691,6,Granted,2025-12-13 07:51:51.255600,,0.0,0
3120,96382,1,Submitted,2025-11-13 19:15:00.000000,,0.0,0
3121,98312,1,Submitted,2025-12-04 10:53:00.000000,,0.0,0
3122,98312,2,Docs Received,2025-12-06 03:22:08.601521,,0.0,0
3123,98312,3,Credit Check,2025-12-08 04:46:15.506245,,0.0,0
3124,98312,4,Approved,2025-12-09 08:13:43.868376,,0.0,0
3125,98312,5,Signed,2025-12-09 20:21:21.563319,,0.0,0
3126,98312,6,Granted,2025-12-10 03:22:20.308757,,0.0,0
3127,15801,1,Submitted,2025-12-20 17:28:00.000000,,0.0,0
3128,15801,2,Docs Received,2025-12-21 17:26:48.305967,,0.0,0
3129,15801,3,Credit Check,2025-12-22 08:45:44.374403,,0.0,0
3130,15801,4,Approved,2025-12-22 21:13:07.149440,,0.0,0
3131,42502,1,Submitted,2025-10-11 17:40:00.000000,,0.0,0
3132,42502,2,Docs Received,2025-10-13 00:18:21.937242,,1.0,0
3133,38298,1,Submitted,2025-10-07 10:21:00.000000,,0.0,0
3134,38298,2,Docs Received,2025-10-08 03:27:44.453652,,0.0,0
3135,38298,3,Credit Check,2025-10-09 16:23:10.196069,,0.0,0
3136,38298,4,Approved,2025-10-09 19:29:48.636698,,0.0,0
3137,38298,5,Signed,2025-10-09 21:53:48.636698,,0.0,0
3138,38298,6,Granted,2025-10-10 08:32:09.129941,,0.0,0
3139,94489,1,Submitted,2025-12-22 19:14:00.000000,,0.0,0
3140,94489,2,Docs Received,2025-12-24 08:01:11.548670,,0.0,0
3141,94489,3,Credit Check,2025-12-26 05:04:44.042352,,0.0,0
3142,94489,4,Rejected,2025-12-26 14:36:12.044069,Low credit score,0.0,0
3143,17800,1,Submitted,2025-10-27 18:20:00.000000,,0.0,0
3144,31896,1,Submitted,2025-11-12 15:54:00.000000,,0.0,0
3145,31896,2,Docs Received,2025-11-15 18:33:03.840676,,0.0,0
3146,31896,3,Credit Check,2025-11-18 20:24:52.059891,,0.0,0
3147,31896,4,Rejected,2025-11-18 21:36:52.059891,High debt-to-income ratio,0.0,0
3148,11704,1,Submitted,2025-11-22 12:36:00.000000,,0.0,0
3149,11704,2,Docs Received,2025-11-22 17:41:26.549388,,0.0,0
3150,11704,3,Credit Check,2025-11-26 03:30:12.452926,,,0
3151,11704,4,Rejected,2025-11-27 08:04:05.355937,High debt-to-income ratio,0.0,0
3152,35439,1,Submitted,2025-12-25 12:58:00.000000,,0.0,0
3153,56250,1,Submitted,2025-12-31 14:37:00.000000,,0.0,0
3154,56250,2,Docs Received,2026-01-02 05:35:22.026769,,0.0,0
3155,56250,3,Credit Check,2026-01-05 18:54:36.987556,,0.0,0
3156,56250,4,Approved,2026-01-06 04:53:55.659076,,0.0,0
3157,13852,1,Submitted,2025-11-05 19:15:00.000000,,0.0,0
3158,13852,2,Docs Received,2025-11-07 17:16:52.450952,,0.0,0
3159,13852,3,Credit Check,2025-11-09 04:00:05.934059,,0.0,0
3160,13852,4,Approved,2025-11-09 11:27:59.504571,,0.0,0
3161,13852,5,Signed,2025-11-12 04:13:47.275551,,0.0,0
3162,13852,6,Granted,2025-11-13 03:51:33.094708,,0.0,0
3163,64915,1,Submitted,2025-11-24 18:32:00.000000,,0.0,0
3164,64915,2,Docs Received,2025-11-27 06:49:25.760520,,0.0,0
3165,64915,3,Credit Check,2025-12-01 04:45:21.383175,,0.0,0
3166,64915,4,Rejected,2025-12-01 18:04:14.453452,High debt-to-income ratio,0.0,0
3167,74885,1,Submitted,2025-11-18 15:15:00.000000,,0.0,0
3168,74885,2,Docs Received,2025-11-19 07:20:05.768270,,0.0,0
3169,74885,3,Credit Check,2025-11-20 00:03:44.069791,,0.0,0
3170,74885,4,Approved,2025-11-20 01:32:18.015334,,0.0,0
3171,74885,5,Signed,2025-11-22 11:38:51.214806,,0.0,0
3172,74885,6,Granted,2025-11-22 17:39:01.601254,,0.0,0
3173,12894,1,Submitted,2025-11-30 12:58:00.000000,,0.0,0
3174,82171,1,Submitted,2025-11-16 10:54:00.000000,,0.0,0
3175,82171,2,Docs Received,2025-11-17 03:38:18.205474,,0.0,0
3176,82171,3,Credit Check,2025-11-20 14:50:50.697726,,0.0,0
3177,82171,4,Rejected,2025-11-20 22:43:57.409529,Low credit score,0.0,0
3178,18714,1,Submitted,2025-11-11 17:50:00.000000,,0.0,0
3179,46130,1,Submitted,2025-11-29 15:57:00.000000,,0.0,0
3180,54826,1,Submitted,2025-12-17 20:15:00.000000,,0.0,0
3181,54826,2,Docs Received,2025-12-19 19:19:41.868725,,0.0,0
3182,54826,3,Credit Check,2025-12-20 04:13:28.248675,,0.0,0
3183,54826,4,Rejected,2025-12-21 05:05:30.270303,High debt-to-income ratio,0.0,0
3184,86063,1,Submitted,2025-10-28 13:28:00.000000,,0.0,0
3185,77917,1,Submitted,2025-11-11 14:55:00.000000,,0.0,0
3186,77917,2,Docs Received,2025-11-12 20:30:35.424065,,0.0,0
3187,77917,3,Credit Check,2025-11-15 05:31:45.858979,,0.0,0
3188,77917,4,Rejected,2025-11-16 12:50:54.327035,Low credit score,0.0,0
3189,63327,1,Submitted,2025-11-17 11:46:00.000000,,0.0,0
3190,63327,2,Docs Received,2025-11-18 06:24:18.428424,,0.0,0
3191,63327,3,Credit Check,2025-11-18 21:50:20.706873,,0.0,0
3192,63327,4,Approved,2025-11-19 20:19:23.747658,,,0
3193,63327,5,Signed,2025-11-21 12:47:40.051557,,0.0,0
3194,63327,6,Granted,2025-11-22 00:31:12.121750,,0.0,0
3195,76553,1,Submitted,2025-12-13 16:08:00.000000,,0.0,0
3196,76553,2,Docs Received,2025-12-13 23:48:21.900233,,1.0,0
3197,86345,1,Submitted,2025-12-28 18:12:00.000000,,0.0,0
3198,85795,1,Submitted,2025-12-12 13:15:00.000000,,0.0,0
3199,85795,2,Docs Received,2025-12-15 17:54:06.042766,,0.0,0
3200,85795,3,Credit Check,2025-12-17 23:42:43.283478,,0.0,0
3201,85795,4,Rejected,2025-12-18 01:58:52.618531,Low credit score,0.0,0
3202,94526,1,Submitted,2025-12-31 12:48:00.000000,,0.0,0
3203,90893,1,Submitted,2025-10-23 14:03:00.000000,,0.0,0
3204,90893,2,Docs Received,2025-10-25 09:52:36.573078,,0.0,0
3205,90893,3,Credit Check,2025-10-26 07:35:12.769581,,0.0,0
3206,90893,4,Rejected,2025-10-26 17:20:46.463497,Other,0.0,0
3207,17884,1,Submitted,2025-11-06 17:15:00.000000,,0.0,0
3208,17884,2,Docs Received,2025-11-07 12:52:58.198352,,0.0,0
3209,17884,3,Credit Check,2025-11-08 04:29:31.959865,,0.0,0
3210,17884,4,Rejected,2025-11-09 04:09:31.694625,High debt-to-income ratio,0.0,0
3211,77679,1,Submitted,2025-10-29 10:29:00.000000,,0.0,0
3212,70957,1,Submitted,2025-11-11 13:07:00.000000,,0.0,0
3213,71112,1,Submitted,2025-11-02 16:13:00.000000,,0.0,0
3214,71112,2,Docs Received,2025-11-05 12:46:57.585971,,0.0,0
3215,71112,3,Credit Check,2025-11-06 21:43:40.777661,,0.0,0
3216,71112,4,Approved,2025-11-07 01:13:09.998695,,0.0,0
3217,42608,1,Submitted,2025-10-29 11:05:00.000000,,0.0,0
3218,42608,2,Docs Received,2025-10-29 19:44:47.472447,,1.0,0
3219,93384,1,Submitted,2025-10-22 16:13:00.000000,,0.0,0
3220,93384,2,Docs Received,2025-10-23 04:06:31.707034,,0.0,0
3221,93384,3,Credit Check,2025-10-25 08:01:57.502528,,0.0,0
3222,93384,4,Rejected,2025-10-25 10:27:46.083143,High debt-to-income ratio,0.0,0
3223,63305,1,Submitted,2025-10-06 20:56:00.000000,,0.0,0
3224,63305,2,Docs Received,2025-10-07 18:30:23.332984,,0.0,0
3225,63305,3,Credit Check,2025-10-08 15:15:38.354557,,0.0,0
3226,63305,4,Rejected,2025-10-09 12:43:47.406253,Low credit score,0.0,0
3227,37233,1,Submitted,2025-11-09 13:34:00.000000,,0.0,0
3228,37233,2,Docs Received,2025-11-12 18:59:43.154615,,1.0,0
3229,53187,1,Submitted,2025-11-08 13:02:00.000000,,0.0,0
3230,29214,1,Submitted,2025-11-04 15:28:00.000000,,0.0,0
3231,29214,2,Docs Received,2025-11-04 16:26:55.941408,,1.0,0
3232,94136,1,Submitted,2025-12-01 10:31:00.000000,,0.0,0
3233,94136,2,Docs Received,2025-12-03 09:58:59.220023,,0.0,0
3234,94136,3,Credit Check,2025-12-04 14:51:50.853300,,0.0,0
3235,94136,4,Approved,2025-12-04 22:17:40.862654,,0.0,0
3236,94136,5,Signed,2025-12-05 13:58:14.186120,,0.0,0
3237,94136,6,Granted,2025-12-06 20:36:43.402390,,0.0,0
3238,93230,1,Submitted,2025-10-19 16:12:00.000000,,0.0,0
3239,93230,2,Docs Received,2025-10-19 23:05:55.922444,,0.0,0
3240,93230,3,Credit Check,2025-10-21 21:07:22.010827,,0.0,0
3241,93230,4,Approved,2025-10-23 04:19:05.826462,,0.0,0
3242,93230,5,Signed,2025-10-23 14:31:45.001214,,0.0,0
3243,93230,6,Granted,2025-10-23 15:43:45.001214,,0.0,0
3244,12566,1,Submitted,2025-11-01 14:20:00.000000,,0.0,0
3245,12566,2,Docs Received,2025-11-03 15:03:56.024344,,0.0,0
3246,12566,3,Credit Check,2025-11-08 17:18:08.452059,,0.0,0
3247,12566,4,Approved,2025-11-08 22:14:46.020551,,0.0,0
3248,12566,5,Signed,2025-11-09 06:43:48.862389,,0.0,0
3249,12566,6,Granted,2025-11-09 11:26:14.984999,,0.0,0
3250,46228,1,Submitted,2025-11-17 18:02:00.000000,,0.0,0
3251,46228,2,Docs Received,2025-11-18 11:30:57.523502,,0.0,0
3252,46228,3,Credit Check,2025-11-20 20:07:52.826658,,0.0,0
3253,46228,4,Rejected,2025-11-21 00:20:46.320650,High debt-to-income ratio,0.0,0
3254,81349,1,Submitted,2025-11-25 15:38:00.000000,,0.0,0
3255,81349,2,Docs Received,2025-11-27 01:29:49.998093,,0.0,0
3256,81349,3,Credit Check,2025-11-28 19:40:26.157198,,0.0,0
3257,81349,4,Approved,2025-11-29 14:49:11.263268,,0.0,0
3258,81349,5,Signed,2025-12-01 06:47:28.731504,,0.0,0
3259,81349,6,Granted,2025-12-02 04:01:09.114118,,0.0,0
3260,33588,1,Submitted,2025-10-15 20:41:00.000000,,0.0,0
3261,33588,2,Docs Received,2025-10-17 08:05:53.919472,,0.0,0
3262,33588,3,Credit Check,2025-10-19 09:16:56.672535,,0.0,0
3263,33588,4,Approved,2025-10-19 12:25:56.261555,,,0
3264,82131,1,Submitted,2025-11-06 17:57:00.000000,,0.0,0
3265,82131,2,Docs Received,2025-11-07 19:46:31.324134,,0.0,0
3266,82131,3,Credit Check,2025-11-09 09:59:58.316988,,0.0,0
3267,82131,4,Approved,2025-11-09 11:38:52.447199,,0.0,0
3268,82131,5,Signed,2025-11-11 10:36:25.583480,,0.0,0
3269,82131,6,Granted,2025-11-11 17:40:01.806502,,0.0,0
3270,12509,1,Submitted,2025-10-03 19:29:00.000000,,0.0,0
3271,12509,2,Docs Received,2025-10-05 23:52:13.299876,,0.0,0
3272,12509,3,Credit Check,2025-10-08 01:19:57.710746,,0.0,0
3273,12509,4,Rejected,2025-10-08 18:17:11.376276,High debt-to-income ratio,0.0,0
3274,31837,1,Submitted,2025-11-16 17:58:00.000000,,0.0,0
3275,31837,2,Docs Received,2025-11-18 01:12:53.167853,,0.0,0
3276,31837,3,Credit Check,2025-11-19 11:52:10.885723,,0.0,0
3277,31837,4,Approved,2025-11-20 09:57:24.335114,,0.0,0
3278,31837,5,Signed,2025-11-20 23:13:06.107007,,0.0,0
3279,31837,6,Granted,2025-11-21 00:25:06.107007,,0.0,0
3280,39020,1,Submitted,2025-11-01 18:27:00.000000,,0.0,0
3281,91647,1,Submitted,2025-11-22 11:13:00.000000,,0.0,0
3282,91647,2,Docs Received,2025-11-24 11:48:40.551309,,1.0,0
3283,31058,1,Submitted,2025-11-28 12:23:00.000000,,0.0,0
3284,31058,2,Docs Received,2025-11-29 16:36:01.345289,,0.0,0
3285,31058,3,Credit Check,2025-11-30 02:12:34.805109,,0.0,0
3286,31058,4,Approved,2025-12-01 17:17:07.838525,,0.0,0
3287,31058,5,Signed,2025-12-03 23:06:22.131635,,0.0,0
3288,31058,6,Granted,2025-12-04 22:18:58.215444,,0.0,0
3289,84577,1,Submitted,2025-11-02 08:19:00.000000,,0.0,0
3290,84577,2,Docs Received,2025-11-04 02:18:45.368328,,0.0,0
3291,84577,3,Credit Check,2025-11-05 04:59:55.334363,,0.0,0
3292,84577,4,Approved,2025-11-05 21:41:52.761622,,0.0,0
3293,84577,5,Signed,2025-11-06 03:26:56.216353,,0.0,0
3294,84577,6,Granted,2025-11-06 07:20:22.558100,,0.0,0
3295,44629,1,Submitted,2025-11-19 14:37:00.000000,,0.0,0
3296,17444,1,Submitted,2025-12-10 14:07:00.000000,,0.0,0
3297,17444,2,Docs Received,2025-12-10 15:33:02.043399,,1.0,0
3298,76649,1,Submitted,2025-12-05 17:04:00.000000,,0.0,0
3299,76649,2,Docs Received,2025-12-06 14:21:27.820706,,1.0,0
3300,87688,1,Submitted,2025-10-09 08:49:00.000000,,0.0,0
3301,87688,2,Docs Received,2025-10-09 14:57:27.532713,,0.0,0
3302,87688,3,Credit Check,2025-10-11 07:00:25.819469,,,0
3303,87688,4,Rejected,2025-10-13 11:38:37.117408,High debt-to-income ratio,0.0,0
3304,46664,1,Submitted,2025-11-01 14:24:00.000000,,0.0,0
3305,46664,2,Docs Received,2025-11-01 22:24:15.243248,,0.0,0
3306,46664,3,Credit Check,2025-11-02 04:35:52.244018,,0.0,0
3307,46664,4,Approved,2025-11-02 15:13:15.776603,,0.0,0
3308,46664,5,Signed,2025-11-02 22:32:09.149206,,0.0,0
3309,46664,6,Granted,2025-11-03 01:12:23.253025,,0.0,0
3310,98817,1,Submitted,2025-10-21 19:31:00.000000,,,0
3311,98817,2,Docs Received,2025-10-22 13:12:14.820063,,0.0,0
3312,98817,3,Credit Check,2025-10-23 16:01:24.045667,,0.0,0
3313,98817,4,Approved,2025-10-23 22:37:51.293974,,0.0,0
3314,98817,5,Signed,2025-10-24 03:04:32.085861,,0.0,0
3315,98817,6,Granted,2025-10-25 01:29:05.572701,,0.0,0
3316,84924,1,Submitted,2025-10-06 11:23:00.000000,,0.0,0
3317,17531,1,Submitted,2025-10-26 18:30:00.000000,,0.0,0
3318,17531,2,Docs Received,2025-10-27 01:23:17.719717,,1.0,0
3319,17531,3,Credit Check,2025-10-27 18:22:49.297469,,0.0,0
3320,17531,4,Rejected,2025-10-27 19:34:49.297469,High debt-to-income ratio,0.0,0
3321,13270,1,Submitted,2025-10-27 16:17:00.000000,,0.0,0
3322,84215,1,Submitted,2025-11-20 13:50:00.000000,,0.0,0
3323,68995,1,Submitted,2025-12-11 09:43:00.000000,,0.0,0
3324,68995,2,Docs Received,2025-12-11 14:38:45.329108,,0.0,0
3325,68995,3,Credit Check,2025-12-12 14:53:47.482275,,0.0,0
3326,68995,4,Approved,2025-12-13 17:42:31.150377,,0.0,0
3327,68995,5,Signed,2025-12-15 16:05:23.183784,,0.0,0
3328,68995,6,Granted,2025-12-16 06:40:49.846100,,0.0,0
3329,23367,1,Submitted,2025-11-11 11:58:00.000000,,0.0,0
3330,23367,2,Docs Received,2025-11-12 18:06:26.710063,,0.0,0
3331,23367,3,Credit Check,2025-11-14 09:26:24.951406,,0.0,0
3332,23367,4,Rejected,2025-11-14 21:34:34.310048,Other,0.0,0
3333,50059,1,Submitted,2025-11-28 08:44:00.000000,,0.0,0
3334,81724,1,Submitted,2025-12-25 19:31:00.000000,,0.0,0
3335,81724,2,Docs Received,2025-12-26 11:54:21.131035,,0.0,0
3336,81724,3,Credit Check,2025-12-29 20:06:05.733212,,0.0,0
3337,81724,4,Rejected,2025-12-30 13:30:29.857287,Low credit score,0.0,0
3338,29937,1,Submitted,2025-11-19 10:20:00.000000,,0.0,0
3339,29937,2,Docs Received,2025-11-22 10:23:11.069460,,0.0,0
