"loan_id","risk_decision","risk_segment","rejection_reason","approved_amount","granted_amount","estimated_interest","final_interest_rate","loan_status","charge_off_flag","charge_off_date"
33107,,Standard Risk,,,,,,Submitted,0,
33108,,Standard Risk,,,,,,Submitted,0,
33113,,Standard Risk,,,,,,Docs Received,0,
33116,,Standard Risk,,,,,,Docs Received,0,
33117,,Standard Risk,,,,,,Submitted,0,
33119,Approved,Standard Risk,,19700.0,19700.0,14.1,13.13,Granted,0,
33144,Approved,Standard Risk,,7700.0,7700.0,10.47,10.19,Granted,0,
33145,Approved,Standard Risk,,1400.0,1400.0,13.48,13.56,Granted,0,
33146,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
33147,Approved,Low Risk,,3550.0,3550.0,7.72,7.5,Granted,0,
33148,Approved,Standard Risk,,1050.0,1050.0,13.01,,Granted,0,
33155,,,,,,,,Submitted,0,
33158,,High Risk,,,,,,Docs Received,0,
33161,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33168,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
33170,Approved,Low Risk,,17550.0,17550.0,7.26,6.48,Granted,1,"2026-01-11"
33178,,High Risk,,,,,,Submitted,0,
33182,,Standard Risk,,,,,,Submitted,0,
33183,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
33189,Approved,Low Risk,,11400.0,11400.0,6.06,6.02,Granted,0,
33211,Approved,High Risk,,14700.0,14700.0,25.65,26.45,Granted,0,
33214,Approved,Standard Risk,,14500.0,14500.0,11.7,,Granted,0,
33224,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33225,,Low Risk,,,,,,Docs Received,0,
33232,,Standard Risk,,,,,,Submitted,0,
33233,,Low Risk,,,,,,Submitted,0,
33234,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
33241,,Standard Risk,,,,,,Docs Received,0,
33242,,High Risk,,,,,,Submitted,0,
33248,,Low Risk,,,,,,Docs Received,0,
33252,Rejected,Low Risk,Low credit score,,,,,Rejected,0,
33254,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
33259,Approved,Standard Risk,,4630.0,4630.0,13.81,13.11,Granted,0,
33260,Approved,Standard Risk,,1850.0,1850.0,10.73,9.63,Granted,0,
33262,Approved,Low Risk,,17250.0,17250.0,7.61,6.69,Granted,0,
33266,,Standard Risk,,,,,,Submitted,0,
33272,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33285,Approved,Standard Risk,,10820.0,10820.0,13.77,14.1,Granted,0,
33291,Approved,Standard Risk,,3700.0,3700.0,10.89,11.01,Granted,0,
33296,,Low Risk,,,,,,Submitted,0,
33302,,Standard Risk,,,,,,Submitted,0,
33305,,Standard Risk,,,,,,Submitted,0,
33310,Approved,Standard Risk,,3850.0,3850.0,9.36,9.64,Granted,0,
33314,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33320,Approved,Standard Risk,,9600.0,9600.0,11.94,11.04,Granted,0,
33336,,Standard Risk,,,,,,Submitted,0,
33348,Approved,Standard Risk,,7500.0,7500.0,11.54,11.7,Granted,1,"2026-06-23"
33349,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
33355,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
33357,Approved,Standard Risk,,15250.0,15250.0,14.57,14.96,Granted,0,
33368,,Standard Risk,,,,,,Docs Received,0,
33372,,High Risk,,,,,,Submitted,0,
33374,,Standard Risk,,,,,,Submitted,0,
33382,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33404,Approved,High Risk,,27630.0,27630.0,17.29,17.16,Granted,0,
33407,Approved,Standard Risk,,9500.0,9500.0,14.63,14.35,Granted,0,
33409,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33411,Approved,Standard Risk,,7550.0,7550.0,14.77,14.61,Granted,0,
33413,Approved,,,12450.0,12450.0,4.64,5.21,Granted,0,
33415,Approved,Standard Risk,,13000.0,13000.0,9.57,9.47,Granted,0,
33431,Approved,Standard Risk,,20050.0,20050.0,14.82,15.83,Granted,0,
33435,Approved,Standard Risk,,4550.0,4550.0,14.21,13.5,Granted,1,"2026-03-15"
33436,Rejected,High Risk,Other,,,,,Rejected,0,
33440,,High Risk,,,,,,Submitted,0,
33447,Approved,Low Risk,,1100.0,1100.0,7.99,7.69,Granted,0,
33493,Approved,Low Risk,,8100.0,8100.0,7.02,7.77,Granted,1,"2026-04-04"
33502,,Standard Risk,,,,,,Docs Received,0,
33505,,High Risk,,,,,,Submitted,0,
33506,Approved,Standard Risk,,2250.0,2250.0,10.3,10.52,Granted,0,
33507,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
33509,Approved,Low Risk,,13650.0,13650.0,4.98,,Granted,0,
33511,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33515,,,,,,,,Submitted,0,
33517,Rejected,Standard Risk,Other,,,,,Rejected,0,
33520,Approved,,,10250.0,10250.0,5.12,5.58,Granted,0,
33526,Approved,Standard Risk,,11950.0,11950.0,12.95,12.29,Granted,0,
33527,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33547,Approved,Standard Risk,,12200.0,12200.0,12.21,12.95,Granted,0,
33556,,Standard Risk,,,,,,Docs Received,0,
33560,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
33563,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
33564,Approved,Low Risk,,8750.0,8750.0,6.36,,Granted,0,
33566,,Low Risk,,,,,,Docs Received,0,
33568,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
33578,,High Risk,,,,,,Submitted,0,
33580,Approved,Low Risk,,5540.0,5540.0,5.03,5.59,Granted,0,
33588,Approved,High Risk,,2900.0,,25.74,,Approved,0,
33598,,Low Risk,,,,,,Docs Received,0,
33599,Approved,Standard Risk,,3850.0,3850.0,12.54,12.46,Granted,0,
33603,,Low Risk,,,,,,Submitted,0,
33604,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33608,,Standard Risk,,,,,,Submitted,0,
33610,Approved,High Risk,,17100.0,17100.0,28.82,29.14,Granted,0,
33617,Rejected,Standard Risk,Other,,,,,Rejected,0,
33641,Approved,Low Risk,,4650.0,4650.0,,5.2,Granted,0,
33646,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
33658,,Standard Risk,,,,,,Docs Received,0,
33673,,Standard Risk,,,,,,Submitted,0,
33675,,Low Risk,,,,,,Submitted,0,
33691,Approved,Low Risk,,11300.0,11300.0,4.68,4.13,Granted,0,
33704,,Standard Risk,,,,,,Docs Received,0,
33710,,Standard Risk,,,,,,Submitted,0,
33712,,High Risk,,,,,,Submitted,0,
33713,Rejected,Standard Risk,Other,,,,,Rejected,0,
33736,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
33750,,Low Risk,,,,,,Submitted,0,
33751,Approved,High Risk,,27610.0,27610.0,26.57,27.81,Granted,0,
33757,,Low Risk,,,,,,Submitted,0,
33759,,High Risk,,,,,,Submitted,0,
33771,Approved,Standard Risk,,10400.0,10400.0,,11.27,Granted,0,
33774,Approved,,,17400.0,17400.0,16.89,16.75,Granted,0,
33775,,Low Risk,,,,,,Submitted,0,
33776,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33777,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
33780,Approved,Low Risk,,9350.0,9350.0,7.97,6.73,Granted,0,
33781,,Standard Risk,,,,,,Submitted,0,
33800,Approved,Standard Risk,,7300.0,,10.05,,Approved,0,
33804,,Low Risk,,,,,,Submitted,0,
33806,Approved,Standard Risk,,10700.0,10700.0,12.38,12.91,Granted,1,"2026-02-14"
33809,,Standard Risk,,,,,,Submitted,0,
33812,,Standard Risk,,,,,,Submitted,0,
33815,Approved,Low Risk,,1350.0,1350.0,4.54,4.64,Granted,0,
33820,,Standard Risk,,,,,,Submitted,0,
33824,Approved,Low Risk,,25000.0,25000.0,7.69,8.52,Granted,0,
33831,,,,,,,,Docs Received,0,
33832,,Standard Risk,,,,,,Submitted,0,
33834,,Low Risk,,,,,,Submitted,0,
33842,Approved,High Risk,,5000.0,,,,Approved,0,
33843,,Standard Risk,,,,,,Submitted,0,
33850,,Low Risk,,,,,,Submitted,0,
33851,Rejected,High Risk,Low credit score,,,,,Rejected,0,
33852,Approved,Low Risk,,500.0,500.0,4.92,5.52,Granted,0,
33856,,High Risk,,,,,,Docs Received,0,
33859,Approved,Low Risk,,5700.0,5700.0,7.53,8.09,Granted,1,"2026-06-09"
33860,,Standard Risk,,,,,,Docs Received,0,
33867,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
33870,Approved,Standard Risk,,3950.0,3950.0,11.82,11.26,Granted,0,
33872,Approved,Standard Risk,,14750.0,14750.0,11.95,12.76,Granted,0,
33888,Approved,Standard Risk,,10650.0,10650.0,14.98,16.47,Granted,0,
33895,,Standard Risk,,,,,,Submitted,0,
33909,Approved,Standard Risk,,7050.0,7050.0,14.97,15.48,Granted,0,
33917,,High Risk,,,,,,Submitted,0,
33918,Approved,Low Risk,,9350.0,9350.0,5.28,4.16,Granted,0,
33921,,High Risk,,,,,,Submitted,0,
33931,Approved,,,16700.0,16700.0,13.93,13.86,Granted,0,
33938,Approved,Standard Risk,,5800.0,5800.0,9.82,9.79,Granted,0,
33941,,High Risk,,,,,,Submitted,0,
33984,,Standard Risk,,,,,,Docs Received,0,
33987,Approved,Low Risk,,12800.0,12800.0,6.75,6.98,Granted,0,
33993,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34015,Approved,Standard Risk,,10650.0,10650.0,11.68,12.2,Granted,0,
34026,,Standard Risk,,,,,,Submitted,0,
34027,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34032,Rejected,,Low credit score,,,,,Rejected,0,
34043,,Standard Risk,,,,,,Submitted,0,
34044,,Standard Risk,,,,,,Submitted,0,
34046,Rejected,Standard Risk,Other,,,,,Rejected,0,
34047,,High Risk,,,,,,Submitted,0,
34048,,Standard Risk,,,,,,Submitted,0,
34050,,Low Risk,,,,,,Submitted,0,
34051,,High Risk,,,,,,Submitted,0,
34068,,High Risk,,,,,,Submitted,0,
34079,,Standard Risk,,,,,,Submitted,0,
34084,Approved,High Risk,,2700.0,2700.0,28.67,27.5,Granted,0,
34085,Approved,Low Risk,,11570.0,11570.0,,4.97,Granted,0,
34092,,High Risk,,,,,,Submitted,0,
34093,Approved,Low Risk,,14400.0,14400.0,7.21,7.38,Granted,0,
34095,Approved,Low Risk,,27700.0,27700.0,4.08,4.67,Granted,0,
34100,Approved,Low Risk,,5500.0,5500.0,7.28,8.12,Granted,0,
34103,Approved,Standard Risk,,2650.0,2650.0,14.21,,Granted,0,
34105,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34113,Approved,Low Risk,,15500.0,15500.0,6.25,6.92,Granted,0,
34119,Approved,Standard Risk,,4050.0,4050.0,13.37,12.61,Granted,0,
34120,Approved,Standard Risk,,8850.0,,10.08,,Approved,0,
34138,Approved,Standard Risk,,10100.0,10100.0,10.21,10.1,Granted,0,
34140,,Standard Risk,,,,,,Submitted,0,
34141,Approved,Low Risk,,7750.0,7750.0,7.58,7.74,Granted,0,
34144,,Standard Risk,,,,,,Submitted,0,
34147,Approved,High Risk,,26580.0,26580.0,,23.46,Granted,0,
34157,Approved,Standard Risk,,19500.0,19500.0,9.83,10.08,Granted,0,
34173,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34182,Approved,Standard Risk,,19000.0,19000.0,11.26,11.8,Granted,0,
34194,Approved,Standard Risk,,21700.0,,12.15,,Approved,0,
34195,Approved,Standard Risk,,5750.0,5750.0,9.31,8.51,Granted,0,
34200,,Low Risk,,,,,,Submitted,0,
34202,,Standard Risk,,,,,,Submitted,0,
34203,,Standard Risk,,,,,,Submitted,0,
34211,Rejected,Low Risk,Suspected fraud,,,,,Rejected,0,
34228,,High Risk,,,,,,Docs Received,0,
34232,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34233,Approved,Standard Risk,,5050.0,5050.0,,11.18,Granted,0,
34235,,Low Risk,,,,,,Submitted,0,
34240,Approved,Standard Risk,,2950.0,2950.0,14.48,13.42,Granted,0,
34242,Approved,Low Risk,,3950.0,3950.0,,3.96,Granted,0,
34256,Approved,Standard Risk,,9800.0,9800.0,14.25,14.05,Granted,0,
34276,Approved,Standard Risk,,12700.0,12700.0,10.83,10.51,Granted,0,
34277,Rejected,Standard Risk,Suspected fraud,,,,,Rejected,0,
34284,Approved,Low Risk,,4650.0,4650.0,6.94,6.84,Granted,0,
34299,Approved,Low Risk,,4750.0,4750.0,6.28,6.67,Granted,0,
34304,Rejected,Standard Risk,Other,,,,,Rejected,0,
34309,Approved,Standard Risk,,23650.0,23650.0,13.76,13.35,Granted,0,
34310,Approved,Standard Risk,,2360.0,2360.0,11.68,11.95,Granted,0,
34329,Approved,High Risk,,6900.0,6900.0,18.67,18.69,Granted,0,
34331,Approved,High Risk,,14990.0,14990.0,24.43,23.47,Granted,0,
34339,,Standard Risk,,,,,,Submitted,0,
34348,Approved,Low Risk,,1400.0,1400.0,4.88,4.98,Granted,0,
34350,,Standard Risk,,,,,,Submitted,0,
34357,Approved,Standard Risk,,5450.0,,12.83,,Approved,0,
34360,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
34363,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34364,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34373,Approved,,,9970.0,9970.0,4.85,4.55,Granted,0,
34379,,Low Risk,,,,,,Submitted,0,
34387,Approved,Low Risk,,17710.0,17710.0,7.25,6.82,Granted,0,
34391,,Standard Risk,,,,,,Submitted,0,
34397,,Standard Risk,,,,,,Submitted,0,
34404,Approved,Standard Risk,,6400.0,6400.0,9.06,8.94,Granted,0,
34405,Approved,Standard Risk,,800.0,800.0,10.83,9.89,Granted,0,
34406,Approved,Standard Risk,,8060.0,8060.0,9.73,10.13,Granted,0,
34410,Approved,Standard Risk,,9150.0,9150.0,11.76,11.87,Granted,0,
34416,,Standard Risk,,,,,,Submitted,0,
34419,Approved,Standard Risk,,25000.0,25000.0,14.74,14.59,Granted,0,
34420,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34424,,Standard Risk,,,,,,Submitted,0,
34426,Approved,High Risk,,11910.0,11910.0,20.98,21.94,Granted,0,
34432,,Standard Risk,,,,,,Docs Received,0,
34434,,Standard Risk,,,,,,Docs Received,0,
34436,Approved,Low Risk,,16050.0,16050.0,5.43,,Granted,0,
34442,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34453,Approved,Low Risk,,10100.0,10100.0,7.75,8.82,Granted,0,
34454,,Low Risk,,,,,,Submitted,0,
34465,,High Risk,,,,,,Submitted,0,
34480,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
34483,,Low Risk,,,,,,Docs Received,0,
34493,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34514,Approved,Standard Risk,,8050.0,8050.0,12.92,13.07,Granted,0,
34519,,Standard Risk,,,,,,Submitted,0,
34521,,Standard Risk,,,,,,Submitted,0,
34526,Approved,Standard Risk,,12380.0,12380.0,13.0,12.6,Granted,0,
34529,Approved,Standard Risk,,1300.0,1300.0,10.47,10.13,Granted,0,
34532,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34539,Approved,Low Risk,,10250.0,10250.0,4.53,4.57,Granted,0,
34549,,Low Risk,,,,,,Submitted,0,
34554,,High Risk,,,,,,Submitted,0,
34558,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34571,Approved,Standard Risk,,9550.0,9550.0,9.22,9.41,Granted,0,
34573,,High Risk,,,,,,Docs Received,0,
34584,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
34587,,High Risk,,,,,,Submitted,0,
34591,,Standard Risk,,,,,,Submitted,0,
34592,,High Risk,,,,,,Submitted,0,
34595,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
34601,,Standard Risk,,,,,,Submitted,0,
34602,Approved,Standard Risk,,15350.0,,10.2,,Approved,0,
34603,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
34625,Approved,High Risk,,9950.0,9950.0,21.4,21.02,Granted,0,
34628,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
34636,Rejected,Low Risk,Low credit score,,,,,Rejected,0,
34641,Approved,Low Risk,,15350.0,,4.6,,Approved,0,
34647,,Low Risk,,,,,,Submitted,0,
34648,Approved,Low Risk,,14420.0,14420.0,4.98,,Granted,0,
34649,Approved,Standard Risk,,9400.0,9400.0,11.07,10.37,Granted,0,
34651,Approved,Standard Risk,,8300.0,8300.0,12.22,13.08,Granted,0,
34660,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34665,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34668,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34679,,Standard Risk,,,,,,Submitted,0,
34682,,Standard Risk,,,,,,Submitted,0,
34693,Approved,Standard Risk,,9750.0,9750.0,10.63,10.37,Granted,0,
34709,,Low Risk,,,,,,Docs Received,0,
34716,,Standard Risk,,,,,,Submitted,0,
34730,,Standard Risk,,,,,,Submitted,0,
34734,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34737,Approved,Low Risk,,950.0,950.0,4.51,4.61,Granted,0,
34749,Approved,Low Risk,,3550.0,3550.0,6.25,5.55,Granted,0,
34750,Approved,Low Risk,,10000.0,,4.17,4.37,Signed,0,
34753,,Standard Risk,,,,,,Submitted,0,
34760,Approved,Standard Risk,,560.0,,,14.07,Signed,0,
34772,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34773,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34776,Approved,Standard Risk,,11150.0,11150.0,12.96,13.64,Granted,0,
34778,Approved,Standard Risk,,4050.0,4050.0,13.76,13.3,Granted,0,
34780,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34807,Rejected,Standard Risk,Other,,,,,Rejected,0,
34809,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
34810,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34813,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34821,Rejected,High Risk,Other,,,,,Rejected,0,
34836,Rejected,Low Risk,High debt-to-income ratio,,,,,Rejected,0,
34842,Approved,Low Risk,,3600.0,,4.57,,Approved,0,
34846,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34852,,Standard Risk,,,,,,Submitted,0,
34872,Rejected,Standard Risk,Other,,,,,Rejected,0,
34874,,Low Risk,,,,,,Docs Received,0,
34879,,High Risk,,,,,,Submitted,0,
34887,Approved,Standard Risk,,19800.0,19800.0,11.1,10.79,Granted,0,
34890,Approved,High Risk,,18500.0,,27.29,,Approved,0,
34893,,,,,,,,Docs Received,0,
34896,,High Risk,,,,,,Submitted,0,
34898,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
34906,,Standard Risk,,,,,,Docs Received,0,
34910,Approved,Standard Risk,,7250.0,7250.0,,10.7,Granted,0,
34916,Approved,Standard Risk,,23830.0,23830.0,12.37,11.73,Granted,0,
34917,,,,,,,,Docs Received,0,
34921,Rejected,High Risk,Other,,,,,Rejected,0,
34932,,Low Risk,,,,,,Docs Received,0,
34936,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34941,,Standard Risk,,,,,,Docs Received,0,
34944,,Low Risk,,,,,,Submitted,0,
34951,,Standard Risk,,,,,,Submitted,0,
34952,,Standard Risk,,,,,,Submitted,0,
34955,,Low Risk,,,,,,Docs Received,0,
34957,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
34960,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34962,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34970,Approved,Low Risk,,10800.0,10800.0,6.63,7.66,Granted,0,
34974,Rejected,High Risk,Low credit score,,,,,Rejected,0,
34975,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
34980,Approved,Low Risk,,10550.0,,6.75,,Approved,0,
34982,,Standard Risk,,,,,,Docs Received,0,
34984,,Low Risk,,,,,,Submitted,0,
35001,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35005,,Standard Risk,,,,,,Submitted,0,
35010,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35015,Approved,High Risk,,4350.0,4350.0,19.79,19.8,Granted,0,
35018,Approved,Low Risk,,18300.0,18300.0,4.91,5.72,Granted,0,
35023,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35032,Approved,High Risk,,1100.0,1100.0,,22.17,Granted,1,"2026-05-28"
35033,,Low Risk,,,,,,Submitted,0,
35038,Approved,,,4200.0,4200.0,13.34,13.97,Granted,0,
35043,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35054,,Standard Risk,,,,,,Docs Received,0,
35057,Approved,Standard Risk,,21950.0,21950.0,12.46,12.66,Granted,0,
35069,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35074,,Standard Risk,,,,,,Docs Received,0,
35088,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
35090,,,,,,,,Submitted,0,
35092,,Standard Risk,,,,,,Docs Received,0,
35104,Approved,High Risk,,7500.0,7500.0,19.51,18.83,Granted,1,"2026-03-10"
35109,,,,,,,,Docs Received,0,
35120,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35124,,Low Risk,,,,,,Submitted,0,
35125,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35143,Approved,Low Risk,,10000.0,10000.0,6.15,6.74,Granted,0,
35146,,Standard Risk,,,,,,Submitted,0,
35151,,High Risk,,,,,,Submitted,0,
35157,,Low Risk,,,,,,Submitted,0,
35161,,Standard Risk,,,,,,Docs Received,0,
35169,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35189,Approved,Standard Risk,,12300.0,12300.0,13.27,12.96,Granted,0,
35190,Rejected,Standard Risk,Suspected fraud,,,,,Rejected,0,
35191,,Standard Risk,,,,,,Docs Received,0,
35198,,Standard Risk,,,,,,Submitted,0,
35202,Approved,Standard Risk,,5190.0,,12.91,,Approved,0,
35213,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35214,Approved,Low Risk,,11250.0,11250.0,5.37,4.77,Granted,1,"2026-04-19"
35215,Approved,Standard Risk,,1500.0,1500.0,11.18,11.81,Granted,0,
35216,,High Risk,,,,,,Docs Received,0,
35224,Rejected,Standard Risk,Other,,,,,Rejected,0,
35235,Approved,Standard Risk,,25000.0,,13.11,,Approved,0,
35236,,Standard Risk,,,,,,Submitted,0,
35243,Approved,,,12800.0,12800.0,9.56,8.84,Granted,0,
35246,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
35253,,High Risk,,,,,,Submitted,0,
35266,,Standard Risk,,,,,,Submitted,0,
35269,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35283,,High Risk,,,,,,Submitted,0,
35291,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35292,Rejected,,Low credit score,,,,,Rejected,0,
35296,,Low Risk,,,,,,Submitted,0,
35308,Approved,Low Risk,,6480.0,6480.0,5.87,5.91,Granted,0,
35314,Approved,High Risk,,4850.0,4850.0,28.74,29.55,Granted,0,
35319,,High Risk,,,,,,Docs Received,0,
35330,,Standard Risk,,,,,,Docs Received,0,
35333,,,,,,,,Submitted,0,
35335,,Low Risk,,,,,,Submitted,0,
35347,Approved,Standard Risk,,11750.0,11750.0,11.45,10.0,Granted,0,
35359,,Standard Risk,,,,,,Submitted,0,
35360,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35362,,Standard Risk,,,,,,Submitted,0,
35364,,Standard Risk,,,,,,Submitted,0,
35370,,Low Risk,,,,,,Submitted,0,
35380,Approved,Standard Risk,,11870.0,11870.0,10.08,9.71,Granted,0,
35381,,High Risk,,,,,,Submitted,0,
35384,Approved,Standard Risk,,4550.0,4550.0,11.63,11.06,Granted,0,
35385,,Standard Risk,,,,,,Submitted,0,
35394,,High Risk,,,,,,Submitted,0,
35400,,Low Risk,,,,,,Submitted,0,
35402,,High Risk,,,,,,Submitted,0,
35415,,High Risk,,,,,,Submitted,0,
35422,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35425,Rejected,,High debt-to-income ratio,,,,,Rejected,0,
35432,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
35439,,Low Risk,,,,,,Submitted,0,
35442,Approved,Standard Risk,,9300.0,9300.0,14.07,14.11,Granted,0,
35476,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35481,,High Risk,,,,,,Submitted,0,
35498,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35511,,Standard Risk,,,,,,Submitted,0,
35520,,Standard Risk,,,,,,Docs Received,0,
35522,,Standard Risk,,,,,,Submitted,0,
35526,Approved,Standard Risk,,7810.0,7810.0,10.13,9.52,Granted,0,
35536,Approved,Standard Risk,,5560.0,5560.0,11.83,12.42,Granted,0,
35545,,High Risk,,,,,,Submitted,0,
35568,Approved,Standard Risk,,17160.0,17160.0,11.89,12.55,Granted,0,
35574,Rejected,Standard Risk,Low credit score,,,,,Rejected,0,
35578,,Standard Risk,,,,,,Submitted,0,
35579,,High Risk,,,,,,Docs Received,0,
35580,,Standard Risk,,,,,,Submitted,0,
35582,Approved,High Risk,,14800.0,14800.0,28.76,27.76,Granted,0,
35589,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35591,,,,,,,,Submitted,0,
35593,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35596,,Low Risk,,,,,,Submitted,0,
35601,Approved,High Risk,,10550.0,10550.0,19.01,18.28,Granted,0,
35616,,Standard Risk,,,,,,Submitted,0,
35617,,Standard Risk,,,,,,Submitted,0,
35622,Approved,Low Risk,,22290.0,22290.0,5.13,5.04,Granted,0,
35623,Approved,Low Risk,,20000.0,20000.0,7.32,6.56,Granted,0,
35631,,Standard Risk,,,,,,Submitted,0,
35640,Approved,Standard Risk,,10150.0,,,14.06,Signed,0,
35647,,Low Risk,,,,,,Submitted,0,
35649,Rejected,,Other,,,,,Rejected,0,
35650,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35659,Rejected,High Risk,High debt-to-income ratio,,,,,Rejected,0,
35670,Rejected,Low Risk,Suspected fraud,,,,,Rejected,0,
35679,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35685,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35694,Rejected,High Risk,Low credit score,,,,,Rejected,0,
35704,Approved,Standard Risk,,25000.0,25000.0,9.64,8.83,Granted,0,
35710,Approved,Standard Risk,,4030.0,4030.0,10.46,10.96,Granted,0,
35716,Approved,Standard Risk,,17450.0,17450.0,12.58,12.07,Granted,0,
35724,,Standard Risk,,,,,,Submitted,0,
35726,,Standard Risk,,,,,,Docs Received,0,
35728,,Standard Risk,,,,,,Docs Received,0,
35730,Approved,Standard Risk,,5040.0,5040.0,9.6,10.62,Granted,0,
35733,Rejected,Standard Risk,High debt-to-income ratio,,,,,Rejected,0,
35737,Rejected,,Low credit score,,,,,Rejected,0,
35741,Approved,High Risk,,25000.0,25000.0,28.73,29.62,Granted,0,
35742,Approved,Standard Risk,,17650.0,17650.0,10.63,9.91,Granted,0,
35743,,Standard Risk,,,,,,Docs Received,0,
35745,,Low Risk,,,,,,Submitted,0,
35752,,Low Risk,,,,,,Submitted,0,
35761,Approved,Low Risk,,12250.0,12250.0,6.0,7.42,Granted,0,
35765,Approved,Low Risk,,19550.0,,6.6,,Approved,0,
35776,Approved,Standard Risk,,10780.0,10780.0,9.22,8.61,Granted,0,
35785,,High Risk,,,,,,Docs Received,0,
